row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country/region,city,state/province,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,margin_pct,leakage_flag
4014,US-2024-125423,12/13/2024,12/15/2024,Second Class,MC-17575,Matt Collins,Consumer,United States,Los Angeles,California,90036,West,OFF-LA-10001771,Office Supplies,Labels,Avery 513,9.96,2,0.0,4.5816,46.0,0
4015,US-2024-148250,12/13/2024,12/17/2024,Standard Class,RP-19270,Rachel Payne,Corporate,United States,Riverside,California,92503,West,OFF-PA-10000289,Office Supplies,Paper,Xerox 213,12.96,2,0.0,6.2208,47.99999999999999,0
4016,US-2024-139962,12/13/2024,12/20/2024,Standard Class,Dp-13240,Dean percer,Home Office,United States,Revere,Massachusetts,2151,East,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,19.44,3,0.0,9.3312,48.00000000000001,0
4017,US-2024-157770,12/13/2024,12/15/2024,First Class,RD-19585,Rob Dowd,Consumer,United States,Temecula,California,92592,West,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,248.85,5,0.0,27.3735,11.0,0
4018,US-2024-157770,12/13/2024,12/15/2024,First Class,RD-19585,Rob Dowd,Consumer,United States,Temecula,California,92592,West,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,36.24,1,0.0,15.2208,42.0,0
4019,US-2024-157770,12/13/2024,12/15/2024,First Class,RD-19585,Rob Dowd,Consumer,United States,Temecula,California,92592,West,TEC-PH-10001530,Technology,Phones,Plantronics Voyager Pro Legend,494.376,3,0.2,49.4376,10.0,0
4020,US-2024-130253,12/14/2024,12/18/2024,Standard Class,PP-18955,Paul Prost,Home Office,United States,Los Angeles,California,90036,West,FUR-FU-10002963,Furniture,Furnishings,"Master Caster Door Stop, Gray",15.24,3,0.0,5.1816,34.0,0
4021,US-2024-125066,12/14/2024,12/18/2024,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Jackson,Mississippi,39212,South,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,6.16,2,0.0,1.9712,32.0,0
4022,US-2024-114048,12/14/2024,12/18/2024,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Costa Mesa,California,92627,West,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,29.22,3,0.0,12.8568,44.0,0
4023,US-2024-141593,12/14/2024,12/16/2024,Second Class,DB-12970,Darren Budd,Corporate,United States,Los Angeles,California,90045,West,FUR-TA-10002622,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",273.568,2,0.2,10.2588,3.7500000000000004,0
4024,US-2024-125066,12/14/2024,12/18/2024,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Jackson,Mississippi,39212,South,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56.3,2,0.0,15.764,28.000000000000004,0
4025,US-2024-141593,12/14/2024,12/16/2024,Second Class,DB-12970,Darren Budd,Corporate,United States,Los Angeles,California,90045,West,OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",34.248,3,0.2,11.5587,33.75,0
4026,US-2024-141593,12/14/2024,12/16/2024,Second Class,DB-12970,Darren Budd,Corporate,United States,Los Angeles,California,90045,West,OFF-BI-10001153,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,55.264,2,0.2,20.724,37.5,0
4027,US-2024-146696,12/14/2024,12/19/2024,Standard Class,RD-19480,Rick Duston,Consumer,United States,San Diego,California,92105,West,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,8.096,2,0.2,2.7324,33.75,0
4028,US-2024-119592,12/14/2024,12/16/2024,Second Class,MM-18280,Muhammed MacIntyre,Corporate,United States,Columbus,Georgia,31907,South,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,3.76,2,0.0,1.8048,48.00000000000001,0
4029,US-2024-141593,12/14/2024,12/16/2024,Second Class,DB-12970,Darren Budd,Corporate,United States,Los Angeles,California,90045,West,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,6.48,1,0.0,3.1104,47.99999999999999,0
4030,US-2024-126347,12/14/2024,12/19/2024,Second Class,AJ-10945,Ashley Jarboe,Consumer,United States,Los Angeles,California,90045,West,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,50.0,2,0.0,10.5,21.0,0
4031,US-2024-123232,12/14/2024,12/16/2024,Second Class,DJ-13630,Doug Jacobs,Consumer,United States,Portland,Oregon,97206,West,TEC-PH-10001051,Technology,Phones,HTC One,319.968,4,0.2,35.9964,11.25,0
4032,US-2024-147830,12/15/2024,12/18/2024,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",262.864,7,0.2,69.0018,26.25,0
4033,US-2024-109638,12/15/2024,12/22/2024,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Seattle,Washington,98115,West,OFF-AP-10002472,Office Supplies,Appliances,3M Office Air Cleaner,103.92,4,0.0,36.372,35.0,0
4034,US-2024-137225,12/15/2024,12/19/2024,Standard Class,JK-15640,Jim Kriz,Home Office,United States,New York City,New York,10009,East,OFF-AR-10001940,Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",3.28,1,0.0,1.4104,43.00000000000001,0
4035,US-2024-109638,12/15/2024,12/22/2024,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Seattle,Washington,98115,West,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,51.312,3,0.2,18.6006,36.25000000000001,0
4036,US-2024-147830,12/15/2024,12/18/2024,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,2025.36,6,0.2,607.608,30.0,0
4037,US-2024-109638,12/15/2024,12/22/2024,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Seattle,Washington,98115,West,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,899.91,9,0.0,377.9622,42.0,0
4038,US-2024-147830,12/15/2024,12/18/2024,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East,TEC-MA-10000418,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,1799.994,2,0.7,-2639.9912,-146.66666666666669,1
4039,US-2024-150308,12/15/2024,12/20/2024,Standard Class,RR-19525,Rick Reed,Corporate,United States,Cary,North Carolina,27511,South,TEC-PH-10001433,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,246.168,3,0.2,21.5397,8.75,0
4040,US-2024-147830,12/15/2024,12/18/2024,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,101.988,2,0.4,-16.998,-16.666666666666668,1
4041,US-2024-162544,12/16/2024,12/19/2024,First Class,SG-20080,Sandra Glassco,Consumer,United States,Seattle,Washington,98105,West,OFF-PA-10004948,Office Supplies,Paper,Xerox 190,4.98,1,0.0,2.3406,46.99999999999999,0
4042,US-2024-138121,12/17/2024,12/17/2024,Same Day,JL-15835,John Lee,Consumer,United States,Detroit,Michigan,48205,Central,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",546.66,9,0.0,136.665,25.0,0
4043,US-2024-138121,12/17/2024,12/17/2024,Same Day,JL-15835,John Lee,Consumer,United States,Detroit,Michigan,48205,Central,FUR-CH-10003846,Furniture,Chairs,Hon Valutask Swivel Chairs,302.94,3,0.0,48.4704,16.0,0
4044,US-2024-138121,12/17/2024,12/17/2024,Same Day,JL-15835,John Lee,Consumer,United States,Detroit,Michigan,48205,Central,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,142.36,2,0.0,38.4372,26.999999999999996,0
4045,US-2024-129637,12/17/2024,12/22/2024,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Bloomington,Illinois,61701,Central,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",41.552,2,0.6,-19.7372,-47.5,1
4046,US-2024-138121,12/17/2024,12/17/2024,Same Day,JL-15835,John Lee,Consumer,United States,Detroit,Michigan,48205,Central,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",212.13,3,0.0,14.8491,7.000000000000001,0
4047,US-2024-134117,12/17/2024,12/19/2024,Second Class,PG-18895,Paul Gonzalez,Consumer,United States,Los Angeles,California,90008,West,OFF-AR-10001940,Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",16.4,5,0.0,7.052,43.0,0
4048,US-2024-129637,12/17/2024,12/22/2024,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Bloomington,Illinois,61701,Central,OFF-AR-10003829,Office Supplies,Art,Newell 35,13.12,5,0.2,1.476,11.25,0
4049,US-2024-134117,12/17/2024,12/19/2024,Second Class,PG-18895,Paul Gonzalez,Consumer,United States,Los Angeles,California,90008,West,OFF-AR-10003903,Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener,204.85,5,0.0,53.261,26.0,0
4050,US-2024-138121,12/17/2024,12/17/2024,Same Day,JL-15835,John Lee,Consumer,United States,Detroit,Michigan,48205,Central,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,29.52,4,0.0,14.4648,49.0,0
4051,US-2024-134117,12/17/2024,12/19/2024,Second Class,PG-18895,Paul Gonzalez,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,92.96,2,0.2,31.374,33.75,0
4052,US-2024-129637,12/17/2024,12/22/2024,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Bloomington,Illinois,61701,Central,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,180.016,1,0.2,-15.7514,-8.75,0
4053,US-2024-134117,12/17/2024,12/19/2024,Second Class,PG-18895,Paul Gonzalez,Consumer,United States,Los Angeles,California,90008,West,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,135.984,2,0.2,16.998,12.5,0
4054,US-2024-153038,12/18/2024,12/25/2024,Standard Class,RB-19645,Robert Barroso,Corporate,United States,Memphis,Tennessee,38109,South,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",20.32,5,0.2,3.556,17.5,0
4055,US-2024-107468,12/18/2024,12/22/2024,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Louisville,Colorado,80027,West,OFF-AR-10000634,Office Supplies,Art,Newell 320,6.848,2,0.2,0.5992,8.75,0
4056,US-2024-153038,12/18/2024,12/25/2024,Standard Class,RB-19645,Robert Barroso,Corporate,United States,Memphis,Tennessee,38109,South,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",55.936,8,0.2,18.8784,33.75,0
4057,US-2024-153038,12/18/2024,12/25/2024,Standard Class,RB-19645,Robert Barroso,Corporate,United States,Memphis,Tennessee,38109,South,OFF-LA-10004008,Office Supplies,Labels,Avery 507,18.432,8,0.2,5.9904,32.5,0
4058,US-2024-137533,12/18/2024,12/18/2024,Same Day,JK-15640,Jim Kriz,Home Office,United States,Cleveland,Ohio,44105,East,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,20.736,4,0.2,7.2576,35.0,0
4059,US-2024-120161,12/18/2024,12/23/2024,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Springfield,Ohio,45503,East,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,646.776,9,0.2,-145.5246,-22.5,0
4060,US-2024-137960,12/18/2024,12/18/2024,Same Day,MW-18220,Mitch Webber,Consumer,United States,New York City,New York,10035,East,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USBÂ Flash Drive ImationÂ Corp,166.24,1,0.0,24.936,15.0,0
4061,US-2024-134558,12/19/2024,12/24/2024,Second Class,PM-19135,Peter McVee,Home Office,United States,Dover,New Hampshire,3820,East,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,1053.164,4,0.3,-105.3164,-10.0,1
4062,US-2024-127453,12/19/2024,12/20/2024,First Class,JK-15370,Jay Kimmel,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,434.352,3,0.2,43.4352,10.0,0
4063,US-2024-127453,12/19/2024,12/20/2024,First Class,JK-15370,Jay Kimmel,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-AP-10002906,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,3.552,2,0.2,0.444,12.5,0
4064,US-2024-127453,12/19/2024,12/20/2024,First Class,JK-15370,Jay Kimmel,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-AP-10003860,Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,88.832,4,0.2,7.7728,8.75,0
4065,US-2024-100685,12/19/2024,12/21/2024,Second Class,SM-20950,Suzanne McNair,Corporate,United States,Omaha,Nebraska,68104,Central,OFF-BI-10003094,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,7.04,2,0.0,3.3088,47.0,0
4066,US-2024-100685,12/19/2024,12/21/2024,Second Class,SM-20950,Suzanne McNair,Corporate,United States,Omaha,Nebraska,68104,Central,OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,5.04,4,0.0,0.2016,4.0,0
4067,US-2024-115399,12/19/2024,12/22/2024,First Class,AG-10900,Arthur Gainer,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-LA-10003190,Office Supplies,Labels,Avery 474,6.912,3,0.2,2.5056,36.25,0
4068,US-2024-134558,12/19/2024,12/24/2024,Second Class,PM-19135,Peter McVee,Home Office,United States,Dover,New Hampshire,3820,East,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,29.9,5,0.0,14.651,49.0,0
4069,US-2024-100685,12/19/2024,12/21/2024,Second Class,SM-20950,Suzanne McNair,Corporate,United States,Omaha,Nebraska,68104,Central,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,116.28,3,0.0,56.9772,49.00000000000001,0
4070,US-2024-157084,12/19/2024,12/24/2024,Standard Class,JG-15160,James Galang,Consumer,United States,Los Angeles,California,90049,West,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,1265.85,3,0.0,556.974,44.00000000000001,0
4071,US-2024-134558,12/19/2024,12/24/2024,Second Class,PM-19135,Peter McVee,Home Office,United States,Dover,New Hampshire,3820,East,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,2249.91,9,0.0,517.4793,23.0,0
4072,US-2024-109113,12/19/2024,12/23/2024,Standard Class,EK-13795,Eileen Kiefer,Home Office,United States,Chicago,Illinois,60610,Central,TEC-AC-10004761,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,25.488,2,0.2,4.779,18.75,0
4073,US-2024-110261,12/19/2024,12/23/2024,Second Class,PR-18880,Patrick Ryan,Consumer,United States,Glenview,Illinois,60025,Central,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,158.376,3,0.2,13.8579,8.75,0
4074,US-2024-157084,12/19/2024,12/24/2024,Standard Class,JG-15160,James Galang,Consumer,United States,Los Angeles,California,90049,West,TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,675.96,5,0.2,84.495,12.5,0
4075,US-2024-123218,12/20/2024,12/25/2024,Standard Class,KD-16345,Katherine Ducich,Consumer,United States,Chicago,Illinois,60623,Central,FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",359.058,3,0.3,-71.8116,-20.0,1
4076,US-2024-154795,12/20/2024,12/24/2024,Standard Class,GZ-14470,Gary Zandusky,Consumer,United States,Bullhead City,Arizona,86442,West,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,14.368,2,0.2,3.9512,27.500000000000004,0
4077,US-2024-158148,12/20/2024,12/26/2024,Standard Class,JM-15865,John Murray,Consumer,United States,Arlington,Virginia,22204,South,OFF-AP-10003281,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,36.27,3,0.0,10.881,30.0,0
4078,US-2024-154795,12/20/2024,12/24/2024,Standard Class,GZ-14470,Gary Zandusky,Consumer,United States,Bullhead City,Arizona,86442,West,OFF-EN-10003068,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,7.92,1,0.2,2.772,35.0,0
4079,US-2024-141754,12/20/2024,12/25/2024,Standard Class,EM-14200,Evan Minnotte,Home Office,United States,Miami,Florida,33142,South,OFF-LA-10004093,Office Supplies,Labels,Avery 486,11.696,2,0.2,3.9474,33.75,0
4080,US-2024-154144,12/20/2024,12/24/2024,Standard Class,MH-17785,Maya Herman,Corporate,United States,Lindenhurst,New York,11757,East,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48,1,0.0,26.6304,48.00000000000001,0
4081,US-2024-158918,12/20/2024,12/25/2024,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10004947,Office Supplies,Paper,Easy-staple paper,17.12,4,0.0,7.704,44.99999999999999,0
4082,US-2024-120712,12/20/2024,12/24/2024,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Austin,Texas,78745,Central,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,88.8,4,0.2,-2.22000000000001,-2.500000000000011,0
4083,US-2024-123218,12/20/2024,12/25/2024,Standard Class,KD-16345,Katherine Ducich,Consumer,United States,Chicago,Illinois,60623,Central,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,255.968,4,0.2,51.1936,20.0,0
4084,US-2024-137071,12/20/2024,12/21/2024,First Class,ED-13885,Emily Ducich,Home Office,United States,Houston,Texas,77036,Central,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,100.8,2,0.2,21.42,21.250000000000004,0
4085,US-2024-123218,12/20/2024,12/25/2024,Standard Class,KD-16345,Katherine Ducich,Consumer,United States,Chicago,Illinois,60623,Central,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,159.984,2,0.2,11.9988,7.5,0
4086,US-2024-154284,12/21/2024,12/26/2024,Second Class,SZ-20035,Sam Zeldin,Home Office,United States,Saint Charles,Illinois,60174,Central,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",51.756,3,0.6,-33.6414,-64.99999999999999,1
4087,US-2024-126214,12/21/2024,12/24/2024,Second Class,JS-15880,John Stevenson,Consumer,United States,Seattle,Washington,98103,West,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,1618.37,13,0.0,356.0414,22.000000000000004,0
4088,US-2024-127019,12/21/2024,12/25/2024,Standard Class,ER-13855,Elpida Rittenbach,Corporate,United States,Colorado Springs,Colorado,80906,West,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,60.984,7,0.2,4.5738,7.5,0
4089,US-2024-154284,12/21/2024,12/26/2024,Second Class,SZ-20035,Sam Zeldin,Home Office,United States,Saint Charles,Illinois,60174,Central,OFF-AR-10001468,Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",59.904,2,0.2,14.2272,23.75,0
4090,US-2024-161795,12/21/2024,12/23/2024,Second Class,AH-10075,Adam Hart,Corporate,United States,Columbus,Ohio,43229,East,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",3.008,2,0.2,0.3384,11.249999999999998,0
4091,US-2024-112375,12/21/2024,12/27/2024,Standard Class,RD-19720,Roger Demir,Consumer,United States,Daytona Beach,Florida,32114,South,OFF-EN-10003798,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",27.312,2,0.2,9.2178,33.75,0
4092,US-2024-126214,12/21/2024,12/24/2024,Second Class,JS-15880,John Stevenson,Consumer,United States,Seattle,Washington,98103,West,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,99.6,1,0.0,36.852,37.0,0
4093,US-2024-154284,12/21/2024,12/26/2024,Second Class,SZ-20035,Sam Zeldin,Home Office,United States,Saint Charles,Illinois,60174,Central,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,637.44,8,0.2,135.456,21.249999999999996,0
4094,US-2024-112375,12/21/2024,12/27/2024,Standard Class,RD-19720,Roger Demir,Consumer,United States,Daytona Beach,Florida,32114,South,TEC-AC-10003237,Technology,Accessories,Memorex Micro Travel Drive 4 GB,50.88,6,0.2,14.628,28.749999999999996,0
4095,US-2024-154284,12/21/2024,12/26/2024,Second Class,SZ-20035,Sam Zeldin,Home Office,United States,Saint Charles,Illinois,60174,Central,TEC-MA-10004241,Technology,Machines,Star Micronics TSP800 TSP847IIU Receipt Printer,600.53,2,0.3,137.264,22.857142857142858,0
4096,US-2024-165414,12/21/2024,12/24/2024,First Class,LS-17245,Lynn Smith,Consumer,United States,Jacksonville,North Carolina,28540,South,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,47.976,3,0.2,4.7976,10.0,0
4097,US-2024-157287,12/22/2024,12/23/2024,First Class,HR-14830,Harold Ryan,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,422.625,7,0.3,0.0,0.0,0
4098,US-2024-153612,12/22/2024,12/27/2024,Standard Class,BT-11305,Beth Thompson,Home Office,United States,Superior,Wisconsin,54880,Central,OFF-AR-10000203,Office Supplies,Art,Newell 336,17.12,4,0.0,4.9648,28.999999999999996,0
4099,US-2024-157287,12/22/2024,12/23/2024,First Class,HR-14830,Harold Ryan,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10001172,Office Supplies,Storage,"Tennsco Lockers, Sand",33.568,2,0.2,1.6784,5.0,0
4100,US-2024-117828,12/23/2024,12/26/2024,First Class,BD-11500,Bradley Drucker,Consumer,United States,Richmond,Virginia,23223,South,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,194.32,4,0.0,56.3528,29.000000000000004,0
4101,US-2024-103471,12/24/2024,12/28/2024,Standard Class,JR-15670,Jim Radford,Consumer,United States,Colorado Springs,Colorado,80906,West,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",590.058,7,0.7,-786.744,-133.33333333333334,1
4102,US-2024-135538,12/24/2024,12/28/2024,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Gilbert,Arizona,85234,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,883.84,4,0.2,99.4319999999999,11.24999999999999,0
4103,US-2024-169397,12/24/2024,12/27/2024,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",72.704,4,0.2,19.0848,26.250000000000007,0
4104,US-2024-120103,12/24/2024,12/29/2024,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Phoenix,Arizona,85023,West,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,7.712,2,0.2,1.7352,22.5,0
4105,US-2024-128587,12/24/2024,12/30/2024,Standard Class,HM-14860,Harry Marie,Corporate,United States,Springfield,Missouri,65807,Central,FUR-FU-10003026,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black",9.68,2,0.0,3.7752,39.0,0
4106,US-2024-169397,12/24/2024,12/27/2024,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,27.168,2,0.2,2.7168,10.0,0
4107,US-2024-103471,12/24/2024,12/28/2024,Standard Class,JR-15670,Jim Radford,Consumer,United States,Colorado Springs,Colorado,80906,West,OFF-AR-10003405,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",14.04,3,0.2,1.5795,11.25,0
4108,US-2024-158456,12/24/2024,12/29/2024,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Los Angeles,California,90032,West,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,19.936,4,0.2,7.2268,36.25,0
4109,US-2024-169397,12/24/2024,12/27/2024,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,19.776,4,0.7,-13.8432,-70.0,1
4110,US-2024-169397,12/24/2024,12/27/2024,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,5.584,2,0.2,1.8148,32.5,0
4111,US-2024-158456,12/24/2024,12/29/2024,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Los Angeles,California,90032,West,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",45.92,4,0.0,21.5824,47.0,0
4112,US-2024-124653,12/24/2024,12/26/2024,First Class,DB-13120,David Bremer,Corporate,United States,Rochester,New York,14609,East,OFF-LA-10002271,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,21.56,7,0.0,10.3488,48.00000000000001,0
4113,US-2024-124653,12/24/2024,12/26/2024,First Class,DB-13120,David Bremer,Corporate,United States,Rochester,New York,14609,East,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,132.79,7,0.0,63.7392,48.0,0
4114,US-2024-120103,12/24/2024,12/29/2024,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Phoenix,Arizona,85023,West,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,106.232,7,0.2,37.1812,35.0,0
4115,US-2024-124653,12/24/2024,12/26/2024,First Class,DB-13120,David Bremer,Corporate,United States,Rochester,New York,14609,East,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,12.96,2,0.0,6.2208,47.99999999999999,0
4116,US-2024-169397,12/24/2024,12/27/2024,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",22.704,6,0.2,8.2302,36.25,0
4117,US-2024-128587,12/24/2024,12/30/2024,Standard Class,HM-14860,Harry Marie,Corporate,United States,Springfield,Missouri,65807,Central,TEC-CO-10003763,Technology,Copiers,Canon PC1060 Personal Laser Copier,4899.93,7,0.0,2302.9671,46.99999999999999,0
4118,US-2024-169397,12/24/2024,12/27/2024,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,TEC-MA-10001148,Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,479.988,4,0.7,-383.9904,-80.0,1
